State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Karnataka,Shimoga,2006,Rabi       ,maize,22.0,69.0
Karnataka,Shimoga,2006,Rabi       ,mungbean,968.0,200.0
Karnataka,Shimoga,2006,Summer     ,maize,1089.0,3490.0
Karnataka,Shimoga,2006,Summer     ,rice,15189.0,47313.0
Karnataka,Shimoga,2006,Whole Year ,banana,4193.0,26416.0
Karnataka,Shimoga,2006,Whole Year ,coconut,6864.0,18178.0
Karnataka,Shimoga,2006,Whole Year ,cotton,9495.0,18836.0
Karnataka,Shimoga,2006,Whole Year ,tapioca,8.0,52.0
Karnataka,Shimoga,2007,Kharif     ,maize,54816.0,119668.0
Karnataka,Shimoga,2007,Kharif     ,mungbean,89.0,20.0
Karnataka,Shimoga,2007,Kharif     ,rice,114973.0,279602.0
Karnataka,Shimoga,2007,Rabi       ,chickpea,55.0,37.0
Karnataka,Shimoga,2007,Rabi       ,maize,19.0,68.0
Karnataka,Shimoga,2007,Rabi       ,mungbean,1698.0,473.0
Karnataka,Shimoga,2007,Summer     ,maize,979.0,3617.0
Karnataka,Shimoga,2007,Summer     ,rice,15004.0,44260.0
Karnataka,Shimoga,2007,Whole Year ,banana,5305.0,65618.0
Karnataka,Shimoga,2007,Whole Year ,coconut,6875.0,33167.0
Karnataka,Shimoga,2007,Whole Year ,cotton,4063.0,8923.0
Karnataka,Shimoga,2008,Kharif     ,maize,54225.0,203967.0
Karnataka,Shimoga,2008,Kharif     ,mungbean,115.0,16.0
Karnataka,Shimoga,2008,Kharif     ,rice,114629.0,267887.97
Karnataka,Shimoga,2008,Rabi       ,chickpea,41.0,27.0
Karnataka,Shimoga,2008,Rabi       ,maize,120.0,378.0
Karnataka,Shimoga,2008,Rabi       ,mungbean,848.0,378.0
Karnataka,Shimoga,2008,Summer     ,maize,2172.0,8138.0
Karnataka,Shimoga,2008,Summer     ,rice,16441.0,52677.0
Karnataka,Shimoga,2008,Whole Year ,banana,6358.0,68972.0
Karnataka,Shimoga,2008,Whole Year ,coconut,6655.0,55567.0
Karnataka,Shimoga,2008,Whole Year ,cotton,3924.0,8596.0
Karnataka,Shimoga,2009,Kharif     ,chickpea,156.0,82.0
Karnataka,Shimoga,2009,Kharif     ,maize,66719.0,191274.0
Karnataka,Shimoga,2009,Kharif     ,mungbean,39.0,5.0
Karnataka,Shimoga,2009,Kharif     ,rice,115124.0,265763.75
Karnataka,Shimoga,2009,Rabi       ,chickpea,353.0,165.0
Karnataka,Shimoga,2009,Rabi       ,maize,416.0,1096.0
Karnataka,Shimoga,2009,Rabi       ,mungbean,1530.0,401.0
Karnataka,Shimoga,2009,Summer     ,maize,2346.0,7562.0
Karnataka,Shimoga,2009,Summer     ,rice,18135.0,54388.0
Karnataka,Shimoga,2009,Whole Year ,banana,5756.0,102399.0
Karnataka,Shimoga,2009,Whole Year ,coconut,6339.0,45071.0
Karnataka,Shimoga,2009,Whole Year ,cotton,1680.0,2460.0
Karnataka,Shimoga,2010,Kharif     ,cotton,1479.0,2942.0
Karnataka,Shimoga,2010,Kharif     ,maize,60120.0,256876.0
Karnataka,Shimoga,2010,Kharif     ,mungbean,60.0,17.0
Karnataka,Shimoga,2010,Kharif     ,rice,112819.0,307516.0
Karnataka,Shimoga,2010,Rabi       ,chickpea,78.0,48.0
Karnataka,Shimoga,2010,Rabi       ,maize,269.0,1158.0
Karnataka,Shimoga,2010,Rabi       ,mungbean,1828.0,641.0
Karnataka,Shimoga,2010,Rabi       ,wheat,2.0,3.0
Karnataka,Shimoga,2010,Summer     ,maize,3345.0,15965.0
Karnataka,Shimoga,2010,Summer     ,rice,19575.0,67802.0
Karnataka,Shimoga,2010,Whole Year ,banana,5372.0,97341.0
Karnataka,Shimoga,2010,Whole Year ,coconut,6351.0,60712.0
Karnataka,Shimoga,2010,Whole Year ,tapioca,16.0,177.0
Karnataka,Shimoga,2011,Kharif     ,cotton,1546.0,4786.0
Karnataka,Shimoga,2011,Kharif     ,maize,57418.0,241810.0
Karnataka,Shimoga,2011,Kharif     ,mungbean,42.0,11.0
Karnataka,Shimoga,2011,Kharif     ,rice,111399.0,324594.0
Karnataka,Shimoga,2011,Rabi       ,chickpea,65.0,27.0
Karnataka,Shimoga,2011,Rabi       ,maize,976.0,4598.0
Karnataka,Shimoga,2011,Rabi       ,mungbean,1311.0,518.0
Karnataka,Shimoga,2011,Summer     ,maize,4623.0,22012.0
Karnataka,Shimoga,2011,Summer     ,rice,17580.0,60060.0
Karnataka,Shimoga,2011,Whole Year ,banana,5765.0,112031.0
Karnataka,Shimoga,2011,Whole Year ,coconut,5954.0,59286.0
Karnataka,Shimoga,2011,Whole Year ,tapioca,6.0,63.0
Karnataka,Shimoga,2012,Kharif     ,cotton,986.0,2265.0
Karnataka,Shimoga,2012,Kharif     ,maize,63635.0,260977.0
Karnataka,Shimoga,2012,Kharif     ,mungbean,45.0,14.0
Karnataka,Shimoga,2012,Kharif     ,rice,107987.0,279757.0
Karnataka,Shimoga,2012,Rabi       ,chickpea,63.0,41.0
Karnataka,Shimoga,2012,Rabi       ,maize,476.0,1975.0
Karnataka,Shimoga,2012,Rabi       ,mungbean,219.0,53.0
Karnataka,Shimoga,2012,Summer     ,maize,5416.0,24285.0
Karnataka,Shimoga,2012,Summer     ,rice,15324.0,49147.0
Karnataka,Shimoga,2012,Whole Year ,coconut,5736.0,57116.0
Karnataka,Shimoga,2013,Kharif     ,cotton,738.0,1905.0
Karnataka,Shimoga,2013,Kharif     ,maize,60228.0,169247.0
Karnataka,Shimoga,2013,Kharif     ,mungbean,1.0,
Karnataka,Shimoga,2013,Kharif     ,rice,108268.0,326666.0
Karnataka,Shimoga,2013,Rabi       ,chickpea,47.0,36.0
Karnataka,Shimoga,2013,Rabi       ,maize,397.0,1885.0
Karnataka,Shimoga,2013,Rabi       ,mungbean,1026.0,182.0
Karnataka,Shimoga,2013,Summer     ,cotton,1.0,4.0
Karnataka,Shimoga,2013,Summer     ,maize,4812.0,20210.0
Karnataka,Shimoga,2013,Summer     ,rice,16354.0,54144.0
Karnataka,Shimoga,2013,Whole Year ,coconut,5419.0,42994.0
Karnataka,Shimoga,2014,Kharif     ,cotton,849.0,2111.0
Karnataka,Shimoga,2014,Kharif     ,maize,58712.0,209831.0
Karnataka,Shimoga,2014,Kharif     ,mungbean,5.0,1.0
Karnataka,Shimoga,2014,Kharif     ,rice,105581.0,313744.0
Karnataka,Shimoga,2014,Rabi       ,chickpea,13.0,9.0
Karnataka,Shimoga,2014,Rabi       ,maize,268.0,1367.0
Karnataka,Shimoga,2014,Rabi       ,mungbean,919.0,277.0
Karnataka,Shimoga,2014,Summer     ,rice,16288.0,56262.0
Karnataka,Shimoga,2014,Whole Year ,coconut,5403.0,48216.0
Karnataka,Tumkur,1997,Kharif     ,maize,3049.0,7239.0
Karnataka,Tumkur,1997,Kharif     ,rice,22589.0,57865.0
Karnataka,Tumkur,1997,Rabi       ,maize,1104.0,2239.0
Karnataka,Tumkur,1997,Rabi       ,rice,909.0,1963.0
Karnataka,Tumkur,1997,Rabi       ,wheat,2.0,2.0
Karnataka,Tumkur,1997,Summer     ,maize,379.0,820.0
Karnataka,Tumkur,1997,Summer     ,rice,10102.0,31535.0
Karnataka,Tumkur,1998,Kharif     ,cotton,1343.0,2020.0
Karnataka,Tumkur,1998,Kharif     ,maize,5889.0,15450.0
Karnataka,Tumkur,1998,Kharif     ,mungbean,3892.0,1117.0
Karnataka,Tumkur,1998,Kharif     ,rice,29765.0,81706.0
Karnataka,Tumkur,1998,Rabi       ,chickpea,474.0,260.0
Karnataka,Tumkur,1998,Rabi       ,maize,220.0,444.0
Karnataka,Tumkur,1998,Rabi       ,mungbean,79.0,35.0
Karnataka,Tumkur,1998,Rabi       ,rice,1301.0,2828.0
Karnataka,Tumkur,1998,Rabi       ,wheat,6.0,8.0
Karnataka,Tumkur,1998,Summer     ,maize,110.0,250.0
Karnataka,Tumkur,1998,Summer     ,rice,16382.0,52369.0
Karnataka,Tumkur,1998,Whole Year ,coconut,83818.0,551484.0
Karnataka,Tumkur,1999,Kharif     ,cotton,548.0,920.0
Karnataka,Tumkur,1999,Kharif     ,maize,7726.0,16262.0
Karnataka,Tumkur,1999,Kharif     ,mungbean,6240.0,2122.0
Karnataka,Tumkur,1999,Kharif     ,rice,27627.0,72363.0
Karnataka,Tumkur,1999,Rabi       ,chickpea,553.0,287.0
Karnataka,Tumkur,1999,Rabi       ,maize,536.0,1312.0
Karnataka,Tumkur,1999,Rabi       ,mungbean,26.0,6.0
Karnataka,Tumkur,1999,Rabi       ,rice,1533.0,3265.0
Karnataka,Tumkur,1999,Rabi       ,wheat,5.0,7.0
Karnataka,Tumkur,1999,Summer     ,maize,318.0,581.0
Karnataka,Tumkur,1999,Summer     ,rice,10873.0,31360.0
Karnataka,Tumkur,1999,Whole Year ,banana,2251.0,48766.0
Karnataka,Tumkur,1999,Whole Year ,coconut,88293.0,580927.0
Karnataka,Tumkur,1999,Whole Year ,tapioca,32.0,210.0
Karnataka,Tumkur,2000,Kharif     ,cotton,695.0,1493.0
Karnataka,Tumkur,2000,Kharif     ,maize,10030.0,27997.0
Karnataka,Tumkur,2000,Kharif     ,mungbean,3384.0,1334.0
Karnataka,Tumkur,2000,Kharif     ,rice,30892.0,88230.0
Karnataka,Tumkur,2000,Rabi       ,chickpea,323.0,208.0
Karnataka,Tumkur,2000,Rabi       ,maize,20.0,50.0
Karnataka,Tumkur,2000,Rabi       ,mungbean,11.0,3.0
Karnataka,Tumkur,2000,Rabi       ,rice,2525.0,5409.0
Karnataka,Tumkur,2000,Summer     ,maize,397.0,1116.0
Karnataka,Tumkur,2000,Summer     ,rice,23498.0,58576.0
Karnataka,Tumkur,2000,Whole Year ,banana,2630.0,47840.0
Karnataka,Tumkur,2000,Whole Year ,coconut,100810.0,663283.0
Karnataka,Tumkur,2000,Whole Year ,tapioca,20.0,131.0
Karnataka,Tumkur,2001,Kharif     ,cotton,973.0,1809.0
Karnataka,Tumkur,2001,Kharif     ,maize,8820.0,18686.0
Karnataka,Tumkur,2001,Kharif     ,mungbean,1796.0,1971.0
Karnataka,Tumkur,2001,Kharif     ,rice,24781.0,58974.0
Karnataka,Tumkur,2001,Rabi       ,chickpea,485.0,285.0
Karnataka,Tumkur,2001,Rabi       ,maize,268.0,519.0
Karnataka,Tumkur,2001,Rabi       ,mungbean,37.0,11.0
Karnataka,Tumkur,2001,Rabi       ,rice,1708.0,3273.0
Karnataka,Tumkur,2001,Rabi       ,wheat,3.0,3.0
Karnataka,Tumkur,2001,Summer     ,maize,481.0,1265.0
Karnataka,Tumkur,2001,Summer     ,rice,23875.0,70221.0
Karnataka,Tumkur,2001,Whole Year ,coconut,110993.0,547767.0
Karnataka,Tumkur,2002,Kharif     ,cotton,856.0,1576.0
Karnataka,Tumkur,2002,Kharif     ,maize,12076.0,15547.0
Karnataka,Tumkur,2002,Kharif     ,mungbean,3492.0,514.0
Karnataka,Tumkur,2002,Kharif     ,rice,14283.0,34214.0
Karnataka,Tumkur,2002,Rabi       ,chickpea,1821.0,932.0
Karnataka,Tumkur,2002,Rabi       ,maize,1618.0,4109.0
Karnataka,Tumkur,2002,Rabi       ,mungbean,34.0,6.0
Karnataka,Tumkur,2002,Rabi       ,rice,744.0,1623.0
Karnataka,Tumkur,2002,Summer     ,maize,817.0,2088.0
Karnataka,Tumkur,2002,Summer     ,rice,2509.0,8041.0
Karnataka,Tumkur,2002,Whole Year ,banana,2348.0,29662.0
Karnataka,Tumkur,2002,Whole Year ,coconut,111248.0,549026.0
Karnataka,Tumkur,2002,Whole Year ,grapes,13.0,387.0
Karnataka,Tumkur,2002,Whole Year ,mango,9205.0,29125.0
Karnataka,Tumkur,2002,Whole Year ,papaya,35.0,83.0
Karnataka,Tumkur,2002,Whole Year ,tapioca,12.0,79.0
Karnataka,Tumkur,2003,Kharif     ,cotton,312.0,698.0
Karnataka,Tumkur,2003,Kharif     ,maize,12991.0,19286.0
Karnataka,Tumkur,2003,Kharif     ,mungbean,1494.0,362.0
Karnataka,Tumkur,2003,Kharif     ,rice,11589.0,27546.0
Karnataka,Tumkur,2003,Rabi       ,chickpea,1402.0,452.0
Karnataka,Tumkur,2003,Rabi       ,maize,331.0,756.0
Karnataka,Tumkur,2003,Rabi       ,rice,273.0,917.0
Karnataka,Tumkur,2003,Summer     ,maize,474.0,1193.0
Karnataka,Tumkur,2003,Summer     ,rice,1283.0,5685.0
Karnataka,Tumkur,2003,Whole Year ,banana,2039.0,27210.0
Karnataka,Tumkur,2003,Whole Year ,coconut,109443.0,540118.0
Karnataka,Tumkur,2003,Whole Year ,grapes,9.0,264.0
Karnataka,Tumkur,2003,Whole Year ,mango,13102.0,34602.0
Karnataka,Tumkur,2003,Whole Year ,tapioca,24.0,158.0
Karnataka,Tumkur,2004,Kharif     ,cotton,786.0,1186.0
Karnataka,Tumkur,2004,Kharif     ,maize,12024.0,31659.0
Karnataka,Tumkur,2004,Kharif     ,mungbean,8584.0,1794.0
Karnataka,Tumkur,2004,Kharif     ,rice,21635.0,60221.02
Karnataka,Tumkur,2004,Rabi       ,chickpea,588.0,564.0
Karnataka,Tumkur,2004,Rabi       ,maize,413.0,1258.0
Karnataka,Tumkur,2004,Rabi       ,mungbean,5.0,1.0
Karnataka,Tumkur,2004,Rabi       ,rice,1588.0,5356.0
Karnataka,Tumkur,2004,Summer     ,maize,104.0,318.0
Karnataka,Tumkur,2004,Summer     ,rice,2916.0,12809.0
Karnataka,Tumkur,2004,Whole Year ,banana,4531.0,30779.0
Karnataka,Tumkur,2004,Whole Year ,coconut,110937.0,5530209.45
Karnataka,Tumkur,2004,Whole Year ,tapioca,28.0,184.0
Karnataka,Tumkur,2005,Kharif     ,maize,15538.0,47362.0
Karnataka,Tumkur,2005,Kharif     ,mungbean,4489.0,1147.0
Karnataka,Tumkur,2005,Kharif     ,rice,27455.0,69045.0
Karnataka,Tumkur,2005,Rabi       ,chickpea,594.0,324.0
Karnataka,Tumkur,2005,Rabi       ,maize,84.0,300.0
Karnataka,Tumkur,2005,Rabi       ,mungbean,5.0,1.0
Karnataka,Tumkur,2005,Rabi       ,rice,422.0,934.0
Karnataka,Tumkur,2005,Summer     ,maize,240.0,742.0
Karnataka,Tumkur,2005,Summer     ,rice,11205.0,35851.0
Karnataka,Tumkur,2005,Whole Year ,banana,3064.0,26890.0
Karnataka,Tumkur,2005,Whole Year ,coconut,122690.0,605494.0
Karnataka,Tumkur,2005,Whole Year ,cotton,812.0,1609.0
Karnataka,Tumkur,2005,Whole Year ,tapioca,15.0,99.0
Karnataka,Tumkur,2006,Kharif     ,chickpea,603.0,82.0
Karnataka,Tumkur,2006,Kharif     ,maize,12823.0,21857.0
Karnataka,Tumkur,2006,Kharif     ,mungbean,4752.0,1725.0
Karnataka,Tumkur,2006,Kharif     ,rice,23853.0,56459.0
Karnataka,Tumkur,2006,Rabi       ,chickpea,934.0,386.0
Karnataka,Tumkur,2006,Rabi       ,maize,837.0,2637.0
Karnataka,Tumkur,2006,Rabi       ,mungbean,28.0,8.0
Karnataka,Tumkur,2006,Rabi       ,rice,140.0,322.0
Karnataka,Tumkur,2006,Summer     ,maize,345.0,1106.0
Karnataka,Tumkur,2006,Summer     ,rice,5023.0,18023.0
Karnataka,Tumkur,2006,Whole Year ,banana,2945.0,23357.0
Karnataka,Tumkur,2006,Whole Year ,coconut,125511.0,619416.0
Karnataka,Tumkur,2006,Whole Year ,cotton,926.0,1761.0
Karnataka,Tumkur,2006,Whole Year ,tapioca,11.0,72.0
Karnataka,Tumkur,2007,Kharif     ,maize,20634.0,58445.0
Karnataka,Tumkur,2007,Kharif     ,mungbean,8765.0,2681.0
Karnataka,Tumkur,2007,Kharif     ,rice,18728.0,54575.0
Karnataka,Tumkur,2007,Rabi       ,chickpea,895.0,511.0
Karnataka,Tumkur,2007,Rabi       ,maize,81.0,159.0
Karnataka,Tumkur,2007,Rabi       ,rice,1525.0,3315.0
Karnataka,Tumkur,2007,Summer     ,maize,340.0,1098.0
Karnataka,Tumkur,2007,Summer     ,rice,9619.0,27506.0
Karnataka,Tumkur,2007,Whole Year ,banana,3815.0,44285.0
Karnataka,Tumkur,2007,Whole Year ,coconut,124110.0,683765.0
Karnataka,Tumkur,2007,Whole Year ,cotton,1046.0,2848.0
Karnataka,Tumkur,2007,Whole Year ,tapioca,3.0,20.0
Karnataka,Tumkur,2008,Kharif     ,maize,19414.0,37071.0
Karnataka,Tumkur,2008,Kharif     ,mungbean,4399.0,844.0
Karnataka,Tumkur,2008,Kharif     ,rice,24342.0,61512.23
Karnataka,Tumkur,2008,Rabi       ,chickpea,1005.0,515.0
Karnataka,Tumkur,2008,Rabi       ,maize,71.0,91.0
Karnataka,Tumkur,2008,Rabi       ,mungbean,6.0,2.0
Karnataka,Tumkur,2008,Rabi       ,rice,1531.0,4253.0
Karnataka,Tumkur,2008,Summer     ,maize,739.0,2325.0
Karnataka,Tumkur,2008,Summer     ,rice,13943.0,41168.0
Karnataka,Tumkur,2008,Whole Year ,banana,4903.0,41298.0
Karnataka,Tumkur,2008,Whole Year ,coconut,132587.0,994566.0
Karnataka,Tumkur,2008,Whole Year ,cotton,668.0,2529.0
Karnataka,Tumkur,2008,Whole Year ,tapioca,6.0,58.0
Karnataka,Tumkur,2009,Kharif     ,chickpea,22435.0,11168.0
Karnataka,Tumkur,2009,Kharif     ,maize,18999.0,36836.0
Karnataka,Tumkur,2009,Kharif     ,mungbean,7218.0,2119.0
Karnataka,Tumkur,2009,Kharif     ,rice,26158.0,65355.76
Karnataka,Tumkur,2009,Rabi       ,chickpea,7872.0,2767.0
Karnataka,Tumkur,2009,Rabi       ,maize,919.0,1600.0
Karnataka,Tumkur,2009,Rabi       ,mungbean,2.0,1.0
Karnataka,Tumkur,2009,Rabi       ,rice,718.0,1764.0
Karnataka,Tumkur,2009,Summer     ,maize,388.0,912.0
Karnataka,Tumkur,2009,Summer     ,rice,9459.0,25925.0
Karnataka,Tumkur,2009,Whole Year ,banana,5512.0,105748.0
Karnataka,Tumkur,2009,Whole Year ,coconut,138660.0,985898.0
Karnataka,Tumkur,2009,Whole Year ,cotton,852.0,2114.0
Karnataka,Tumkur,2009,Whole Year ,tapioca,14.0,130.0
Karnataka,Tumkur,2010,Kharif     ,cotton,867.0,2659.0
Karnataka,Tumkur,2010,Kharif     ,maize,20840.0,55194.0
Karnataka,Tumkur,2010,Kharif     ,mungbean,9825.0,3332.0
Karnataka,Tumkur,2010,Kharif     ,rice,23766.0,66025.0
Karnataka,Tumkur,2010,Rabi       ,cotton,101.0,219.0
Karnataka,Tumkur,2010,Rabi       ,chickpea,1032.0,633.0
Karnataka,Tumkur,2010,Rabi       ,maize,518.0,1138.0
Karnataka,Tumkur,2010,Rabi       ,mungbean,7.0,2.0
Karnataka,Tumkur,2010,Rabi       ,rice,461.0,1421.0
Karnataka,Tumkur,2010,Summer     ,maize,399.0,1062.0
Karnataka,Tumkur,2010,Summer     ,rice,10349.0,31186.0
Karnataka,Tumkur,2010,Whole Year ,banana,5145.0,102257.0
Karnataka,Tumkur,2010,Whole Year ,coconut,142248.0,1347700.0
Karnataka,Tumkur,2010,Whole Year ,tapioca,20.0,221.0
Karnataka,Tumkur,2011,Kharif     ,cotton,1428.0,4046.0
Karnataka,Tumkur,2011,Kharif     ,maize,25130.0,57843.0
Karnataka,Tumkur,2011,Kharif     ,mungbean,9672.0,2490.0
Karnataka,Tumkur,2011,Kharif     ,rice,22359.0,56895.0
Karnataka,Tumkur,2011,Rabi       ,cotton,20.0,38.0
Karnataka,Tumkur,2011,Rabi       ,chickpea,746.0,302.0
Karnataka,Tumkur,2011,Rabi       ,maize,231.0,583.0
Karnataka,Tumkur,2011,Rabi       ,mungbean,49.0,16.0
Karnataka,Tumkur,2011,Rabi       ,rice,239.0,772.0
Karnataka,Tumkur,2011,Summer     ,maize,533.0,1707.0
Karnataka,Tumkur,2011,Summer     ,rice,5839.0,19498.0
Karnataka,Tumkur,2011,Whole Year ,banana,4655.0,95339.0
Karnataka,Tumkur,2011,Whole Year ,coconut,143110.0,1351758.0
Karnataka,Tumkur,2011,Whole Year ,tapioca,19.0,201.0
Karnataka,Tumkur,2012,Kharif     ,cotton,1379.0,3167.0
Karnataka,Tumkur,2012,Kharif     ,maize,24792.0,56714.0
Karnataka,Tumkur,2012,Kharif     ,mungbean,10026.0,410.0
Karnataka,Tumkur,2012,Kharif     ,rice,14298.0,36131.0
Karnataka,Tumkur,2012,Rabi       ,chickpea,283.0,182.0
Karnataka,Tumkur,2012,Rabi       ,maize,162.0,687.0
Karnataka,Tumkur,2012,Rabi       ,rice,147.0,387.0
Karnataka,Tumkur,2012,Summer     ,cotton,5.0,14.0
Karnataka,Tumkur,2012,Summer     ,maize,299.0,1083.0
Karnataka,Tumkur,2012,Summer     ,rice,442.0,1201.0
Karnataka,Tumkur,2012,Whole Year ,coconut,147539.0,1393593.0
Karnataka,Tumkur,2012,Whole Year ,tapioca,11.0,116.0
Karnataka,Tumkur,2013,Kharif     ,cotton,753.0,1675.0
Karnataka,Tumkur,2013,Kharif     ,maize,25247.0,53678.0
Karnataka,Tumkur,2013,Kharif     ,mungbean,6143.0,607.0
Karnataka,Tumkur,2013,Kharif     ,rice,11659.0,34225.0
Karnataka,Tumkur,2013,Rabi       ,cotton,2.0,4.0
Karnataka,Tumkur,2013,Rabi       ,chickpea,244.0,185.0
Karnataka,Tumkur,2013,Rabi       ,maize,71.0,121.0
Karnataka,Tumkur,2013,Rabi       ,mungbean,1.0,
Karnataka,Tumkur,2013,Rabi       ,rice,109.0,274.0
Karnataka,Tumkur,2013,Summer     ,cotton,7.0,25.0
Karnataka,Tumkur,2013,Summer     ,maize,150.0,487.0
Karnataka,Tumkur,2013,Summer     ,rice,1268.0,3994.0
Karnataka,Tumkur,2013,Whole Year ,coconut,145910.0,1139718.0
Karnataka,Tumkur,2013,Whole Year ,tapioca,20.0,175.0
Karnataka,Tumkur,2014,Kharif     ,cotton,1742.0,4507.0
Karnataka,Tumkur,2014,Kharif     ,maize,27981.0,66721.0
Karnataka,Tumkur,2014,Kharif     ,mungbean,8624.0,729.0
Karnataka,Tumkur,2014,Kharif     ,rice,7636.0,22713.0
Karnataka,Tumkur,2014,Rabi       ,cotton,2.0,3.0
Karnataka,Tumkur,2014,Rabi       ,chickpea,1892.0,1359.0
Karnataka,Tumkur,2014,Rabi       ,maize,77.0,246.0
Karnataka,Tumkur,2014,Rabi       ,rice,67.0,165.0
Karnataka,Tumkur,2014,Summer     ,cotton,9.0,17.0
Karnataka,Tumkur,2014,Summer     ,maize,146.0,476.0
Karnataka,Tumkur,2014,Summer     ,rice,1802.0,4054.0
Karnataka,Tumkur,2014,Whole Year ,coconut,149419.0,1283692.0
Karnataka,Udupi,1998,Kharif     ,mungbean,501.0,99.0
Karnataka,Udupi,1998,Kharif     ,rice,54300.0,94221.0
Karnataka,Udupi,1998,Rabi       ,mungbean,873.0,391.0
Karnataka,Udupi,1998,Rabi       ,rice,13680.0,24573.0
Karnataka,Udupi,1998,Summer     ,rice,1618.0,3312.0
Karnataka,Udupi,1998,Whole Year ,coconut,13003.0,55508.0
Karnataka,Udupi,1999,Kharif     ,rice,53534.0,93170.0
Karnataka,Udupi,1999,Rabi       ,rice,14847.0,27686.0
Karnataka,Udupi,1999,Summer     ,rice,1511.0,3052.0
Karnataka,Udupi,2000,Kharif     ,rice,52574.0,106050.0
Karnataka,Udupi,2000,Rabi       ,mungbean,1468.0,393.0
Karnataka,Udupi,2000,Rabi       ,rice,13283.0,27170.0
Karnataka,Udupi,2000,Summer     ,rice,1279.0,2570.0
Karnataka,Udupi,2000,Whole Year ,banana,1091.0,20308.0
Karnataka,Udupi,2000,Whole Year ,coconut,13736.0,58637.0
Karnataka,Udupi,2000,Whole Year ,tapioca,73.0,573.0
Karnataka,Udupi,2001,Kharif     ,rice,52119.0,114744.0
Karnataka,Udupi,2001,Rabi       ,mungbean,568.0,167.0
Karnataka,Udupi,2001,Rabi       ,rice,12885.0,23456.0
Karnataka,Udupi,2001,Summer     ,rice,725.0,1402.0
Karnataka,Udupi,2001,Whole Year ,coconut,14003.0,59777.0
Karnataka,Udupi,2002,Kharif     ,rice,51179.0,107809.0
Karnataka,Udupi,2002,Rabi       ,mungbean,407.0,71.0
Karnataka,Udupi,2002,Rabi       ,rice,11841.0,23960.0
Karnataka,Udupi,2002,Summer     ,rice,468.0,1132.0
Karnataka,Udupi,2002,Whole Year ,banana,1086.0,17924.0
Karnataka,Udupi,2002,Whole Year ,coconut,14179.0,60528.0
Karnataka,Udupi,2002,Whole Year ,mango,1670.0,4648.0
Karnataka,Udupi,2002,Whole Year ,papaya,64.0,124.0
Karnataka,Udupi,2002,Whole Year ,tapioca,69.0,542.0
Karnataka,Udupi,2003,Kharif     ,rice,50975.0,126487.0
Karnataka,Udupi,2003,Rabi       ,mungbean,177.0,52.0
Karnataka,Udupi,2003,Rabi       ,rice,10922.0,30362.0
Karnataka,Udupi,2003,Summer     ,rice,206.0,804.0
Karnataka,Udupi,2003,Whole Year ,banana,2350.0,5866.0
Karnataka,Udupi,2003,Whole Year ,coconut,14319.0,61126.0
Karnataka,Udupi,2003,Whole Year ,mango,1165.0,2184.0
Karnataka,Udupi,2003,Whole Year ,tapioca,67.0,526.0
Karnataka,Udupi,2004,Kharif     ,mungbean,44.0,7.0
Karnataka,Udupi,2004,Kharif     ,rice,51390.0,124492.27
Karnataka,Udupi,2004,Rabi       ,mungbean,51.0,12.0
Karnataka,Udupi,2004,Rabi       ,rice,10723.0,34153.0
Karnataka,Udupi,2004,Summer     ,rice,177.0,792.0
Karnataka,Udupi,2004,Whole Year ,banana,1025.0,922.0
Karnataka,Udupi,2004,Whole Year ,coconut,14464.0,623687.68
Karnataka,Udupi,2004,Whole Year ,tapioca,66.0,518.0
Karnataka,Udupi,2005,Kharif     ,rice,51709.0,132551.0
Karnataka,Udupi,2005,Rabi       ,chickpea,12.0,7.0
Karnataka,Udupi,2005,Rabi       ,maize,32.0,114.0
Karnataka,Udupi,2005,Rabi       ,mungbean,173.0,51.0
Karnataka,Udupi,2005,Rabi       ,rice,10910.0,22966.0
Karnataka,Udupi,2005,Summer     ,maize,1.0,3.0
Karnataka,Udupi,2005,Summer     ,rice,146.0,338.0
Karnataka,Udupi,2005,Whole Year ,banana,838.0,482.0
Karnataka,Udupi,2005,Whole Year ,coconut,14876.0,63504.0
Karnataka,Udupi,2005,Whole Year ,tapioca,58.0,455.0
Karnataka,Udupi,2006,Kharif     ,rice,51355.0,131763.0
Karnataka,Udupi,2006,Rabi       ,chickpea,4.0,2.0
Karnataka,Udupi,2006,Rabi       ,maize,30.0,95.0
Karnataka,Udupi,2006,Rabi       ,mungbean,201.0,61.0
Karnataka,Udupi,2006,Rabi       ,rice,10912.0,24184.0
Karnataka,Udupi,2006,Summer     ,maize,6.0,19.0
Karnataka,Udupi,2006,Summer     ,rice,160.0,404.0
Karnataka,Udupi,2006,Whole Year ,banana,1627.0,1812.0
Karnataka,Udupi,2006,Whole Year ,coconut,14976.0,63931.0
Karnataka,Udupi,2006,Whole Year ,tapioca,60.0,471.0
Karnataka,Udupi,2007,Kharif     ,rice,51353.0,124387.0
Karnataka,Udupi,2007,Rabi       ,maize,15.0,54.0
Karnataka,Udupi,2007,Rabi       ,mungbean,206.0,67.0
Karnataka,Udupi,2007,Rabi       ,rice,10505.0,23099.0
Karnataka,Udupi,2007,Summer     ,maize,4.0,13.0
Karnataka,Udupi,2007,Summer     ,rice,142.0,343.0
Karnataka,Udupi,2007,Whole Year ,banana,1298.0,6421.0
Karnataka,Udupi,2007,Whole Year ,coconut,15009.0,73730.0
